StreetName,Suburb,LATITUDE,LONGITUDE
Drummond Street,Carlton,-37.79754244,144.9691588
Drummond Street,Carlton,-37.79758693,144.9691512
Drummond Street,Carlton,-37.79763142,144.9691436
Drummond Street,Carlton,-37.7976743,144.9691363
Drummond Street,Carlton,-37.79771557,144.9691293
Drummond Street,Carlton,-37.79830224,144.9690261
Drummond Street,Carlton,-37.7983452,144.9690184
Drummond Street,Carlton,-37.79838646,144.969011
Drummond Street,Carlton,-37.79842602,144.9690039
Drummond Street,Carlton,-37.79846558,144.9689967
Drummond Street,Carlton,-37.79849807,144.9689909
Drummond Street,Carlton,-37.79852349,144.9689863
Drummond Street,Carlton,-37.79856633,144.9689786
Drummond Street,Carlton,-37.7986266,144.9689678
Drummond Street,Carlton,-37.79868686,144.968957
Drummond Street,Carlton,-37.79902143,144.9689
Drummond Street,Carlton,-37.7990681,144.9688921
Drummond Street,Carlton,-37.79911476,144.9688842
Drummond Street,Carlton,-37.79916143,144.9688763
Drummond Street,Carlton,-37.79986208,144.9687569
Drummond Street,Carlton,-37.79993164,144.9687451
Drummond Street,Carlton,-37.79998052,144.9687368
Drummond Street,Carlton,-37.80003462,144.9687276
Drummond Street,Carlton,-37.80010875,144.9687149
Drummond Street,Carlton,-37.8001483,144.9687081
Drummond Street,Carlton,-37.80018707,144.9687014
Drummond Street,Carlton,-37.80022579,144.9686947
Drummond Street,Carlton,-37.80026821,144.9686874
Drummond Street,Carlton,-37.80031845,144.9686787
Drummond Street,Carlton,-37.80037169,144.9686696
Drummond Street,Carlton,-37.80045225,144.9686567
Drummond Street,Carlton,-37.80050382,144.9686478
Drummond Street,Carlton,-37.80055675,144.9686387
Webb Dock Drive,Port Melbourne,-37.83281618,144.9115816
Webb Dock Drive,Port Melbourne,-37.83289133,144.9114666
Webb Dock Drive,Port Melbourne,-37.83299031,144.9113766
Webb Dock Drive,Port Melbourne,-37.8330943,144.9112988
Webb Dock Drive,Port Melbourne,-37.83320976,144.911249
Webb Dock Drive,Port Melbourne,-37.83332603,144.9112324
Webb Dock Drive,Port Melbourne,-37.8334437,144.9112732
Webb Dock Drive,Port Melbourne,-37.83356136,144.911314
Webb Dock Drive,Port Melbourne,-37.83367903,144.9113548
Webb Dock Drive,Port Melbourne,-37.8337967,144.9113956
Webb Dock Drive,Port Melbourne,-37.83227311,144.9116366
Webb Dock Drive,Port Melbourne,-37.8324169,144.9114612
Webb Dock Drive,Port Melbourne,-37.83252686,144.9112503
Webb Dock Drive,Port Melbourne,-37.83266275,144.9110659
Empress Road,Port Melbourne,-37.83859033,144.9121334
Empress Road,Port Melbourne,-37.83875368,144.9121955
Empress Road,Port Melbourne,-37.83891703,144.9122577
Empress Road,Port Melbourne,-37.83908039,144.9123199
Empress Road,Port Melbourne,-37.83924475,144.9123774
Empress Road,Port Melbourne,-37.83941329,144.91241
Empress Road,Port Melbourne,-37.83958376,144.9124149
Empress Road,Port Melbourne,-37.83975331,144.912392
Empress Road,Port Melbourne,-37.8399191,144.9123418
Empress Road,Port Melbourne,-37.84008138,144.9122754
Empress Road,Port Melbourne,-37.84024265,144.9122052
Empress Road,Port Melbourne,-37.84039645,144.9121124
Empress Road,Port Melbourne,-37.84053948,144.9119953
Empress Road,Port Melbourne,-37.84066934,144.911856
Empress Road,Port Melbourne,-37.84078388,144.9116967
Cardigan Street,Carlton,-37.80643457,144.964613
Cardigan Street,Carlton,-37.80647487,144.9646058
Cardigan Street,Carlton,-37.80651517,144.9645987
Cardigan Street,Carlton,-37.80655547,144.9645916
Cardigan Street,Carlton,-37.80659576,144.9645844
Cardigan Street,Carlton,-37.80663606,144.9645773
Cardigan Street,Carlton,-37.80667636,144.9645702
Lygon Street,Carlton,-37.80680729,144.9657155
Lygon Street,Carlton,-37.8067687,144.965722
Lygon Street,Carlton,-37.80673012,144.9657285
Lygon Street,Carlton,-37.80669153,144.965735
Lygon Street,Carlton,-37.80665183,144.9657417
Lygon Street,Carlton,-37.80659652,144.9657511
Lygon Street,Carlton,-37.80654355,144.96576
Lygon Street,Carlton,-37.80650743,144.9657662
Lygon Street,Carlton,-37.80585487,144.9658776
Lygon Street,Carlton,-37.80581915,144.9658838
Lygon Street,Carlton,-37.80578344,144.9658901
Lygon Street,Carlton,-37.80574772,144.9658963
Lygon Street,Carlton,-37.80571201,144.9659026
Lygon Street,Carlton,-37.80567629,144.9659088
Lygon Street,Carlton,-37.80564057,144.9659151
Lygon Street,Carlton,-37.80560486,144.9659213
Lygon Street,Carlton,-37.80556914,144.9659276
Lygon Street,Carlton,-37.80553342,144.9659338
Lygon Street,Carlton,-37.80549771,144.96594
Lygon Street,Carlton,-37.80546199,144.9659463
Lygon Street,Carlton,-37.80542628,144.9659525
Lygon Street,Carlton,-37.80539056,144.9659588
Lygon Street,Carlton,-37.80535484,144.965965
Cardigan Street,Carlton,-37.80149507,144.9651225
Cardigan Street,Carlton,-37.80144439,144.9651314
Cardigan Street,Carlton,-37.80139892,144.9651395
Cardigan Street,Carlton,-37.80135866,144.9651466
Cardigan Street,Carlton,-37.80131841,144.9651537
Cardigan Street,Carlton,-37.80127815,144.9651608
Cardigan Street,Carlton,-37.80123789,144.9651679
Cardigan Street,Carlton,-37.80119763,144.965175
Cardigan Street,Carlton,-37.80115737,144.9651821
Cardigan Street,Carlton,-37.80111712,144.9651892
Cardigan Street,Carlton,-37.80107686,144.9651963
Cardigan Street,Carlton,-37.80103082,144.9652044
Cardigan Street,Carlton,-37.80097902,144.9652136
Cardigan Street,Carlton,-37.80092721,144.9652227
Seafarer Lane,Docklands,-37.82181146,144.94365
Seafarer Lane,Docklands,-37.82169357,144.9435958
Seafarer Lane,Docklands,-37.82157567,144.9435416
Seafarer Lane,Docklands,-37.82145778,144.9434874
Seafarer Lane,Docklands,-37.82133988,144.9434333
Cardigan Street,Carlton,-37.80514717,144.9644893
Cardigan Street,Carlton,-37.80510721,144.9644963
Cardigan Street,Carlton,-37.80506725,144.9645033
Cardigan Street,Carlton,-37.80502729,144.9645102
Cardigan Street,Carlton,-37.80498732,144.9645172
Cardigan Street,Carlton,-37.79798406,144.9660655
Cardigan Street,Carlton,-37.79802203,144.9660588
Cardigan Street,Carlton,-37.7980582,144.9660525
Cardigan Street,Carlton,-37.79809256,144.9660465
Cardigan Street,Carlton,-37.79895495,144.9659004
Cardigan Street,Carlton,-37.79899998,144.9658925
Cardigan Street,Carlton,-37.79904501,144.9658845
Cardigan Street,Carlton,-37.79909003,144.9658766
Corrs Lane,Melbourne,-37.81143866,144.9683559
Corrs Lane,Melbourne,-37.81147153,144.9683705
Corrs Lane,Melbourne,-37.8115044,144.9683851
Corrs Lane,Melbourne,-37.81153726,144.9683996
Coverlid Place,Melbourne,-37.81228308,144.9684985
Coverlid Place,Melbourne,-37.81223916,144.9684786
Coverlid Place,Melbourne,-37.81219524,144.9684587
Coverlid Place,Melbourne,-37.81215169,144.968439
Coverlid Place,Melbourne,-37.81210853,144.9684195
Coverlid Place,Melbourne,-37.81206536,144.9684
Coverlid Place,Melbourne,-37.8120222,144.9683804
Coverlid Place,Melbourne,-37.81202226,144.9684398
Coverlid Place,Melbourne,-37.81197702,144.9684194
Coverlid Place,Melbourne,-37.81193179,144.968399
Coverlid Place,Melbourne,-37.81188656,144.9683785
Coverlid Place,Melbourne,-37.81184132,144.9683581
Coverlid Place,Melbourne,-37.81179609,144.9683376
Coverlid Place,Melbourne,-37.81175085,144.9683172
Coverlid Place,Melbourne,-37.81170562,144.9682967
Croft Alley,Melbourne,-37.81201329,144.9691064
Croft Alley,Melbourne,-37.81205274,144.9691239
Croft Alley,Melbourne,-37.81209219,144.9691414
Market Lane,Melbourne,-37.81223902,144.9694445
Market Lane,Melbourne,-37.81219572,144.9694249
Market Lane,Melbourne,-37.81215242,144.9694054
Market Lane,Melbourne,-37.81210912,144.9693858
Market Lane,Melbourne,-37.81147469,144.9690989
Market Lane,Melbourne,-37.81144908,144.9691567
Market Lane,Melbourne,-37.81148623,144.9691735
Market Lane,Melbourne,-37.81152337,144.9691903
Market Lane,Melbourne,-37.81156051,144.9692071
Market Lane,Melbourne,-37.81160235,144.969226
Market Lane,Melbourne,-37.8116592,144.9692517
Market Lane,Melbourne,-37.81171049,144.9692749
Market Lane,Melbourne,-37.81175621,144.9692956
Market Lane,Melbourne,-37.81180192,144.9693163
Market Lane,Melbourne,-37.81184764,144.969337
Market Lane,Melbourne,-37.81188518,144.9693539
Market Lane,Melbourne,-37.81191455,144.9693672
Market Lane,Melbourne,-37.81198249,144.9693986
Market Lane,Melbourne,-37.81202994,144.9694199
Coromandel Place,Melbourne,-37.8131235,144.9691955
Coromandel Place,Melbourne,-37.81307753,144.9691751
Coromandel Place,Melbourne,-37.81303155,144.9691546
Coromandel Place,Melbourne,-37.81298557,144.9691342
Coromandel Place,Melbourne,-37.81293632,144.9691124
Coromandel Place,Melbourne,-37.81288611,144.9691302
Coromandel Place,Melbourne,-37.81288371,144.9690874
Coromandel Place,Melbourne,-37.81290393,144.969017
Coromandel Place,Melbourne,-37.81292902,144.9689881
Coromandel Place,Melbourne,-37.81295705,144.9690487
Coromandel Place,Melbourne,-37.81300946,144.9690729
Coromandel Place,Melbourne,-37.81306353,144.9690978
Coromandel Place,Melbourne,-37.81310143,144.9691153
Coromandel Place,Melbourne,-37.81313477,144.9691306
Melbourne Place,Melbourne,-37.81304161,144.968683
Melbourne Place,Melbourne,-37.81303512,144.9687466
Melbourne Place,Melbourne,-37.8131505,144.9684611
Melbourne Place,Melbourne,-37.81314148,144.968492
Melbourne Place,Melbourne,-37.81313294,144.9685213
Melbourne Place,Melbourne,-37.81312198,144.9685589
Melbourne Place,Melbourne,-37.81310856,144.9686048
Melbourne Place,Melbourne,-37.8130947,144.9686524
Melbourne Place,Melbourne,-37.81308031,144.9687017
Melbourne Place,Melbourne,-37.8131108,144.9687156
Melbourne Place,Melbourne,-37.81314214,144.96873
Melbourne Place,Melbourne,-37.81317281,144.968744
Melbourne Place,Melbourne,-37.81319608,144.9687546
Melbourne Place,Melbourne,-37.81323339,144.9687717
Melbourne Place,Melbourne,-37.81346119,144.968851
Melbourne Place,Melbourne,-37.81347673,144.9687989
Melbourne Place,Melbourne,-37.81349226,144.9687469
Melbourne Place,Melbourne,-37.8135078,144.9686948
Melbourne Place,Melbourne,-37.81352333,144.9686427
Melbourne Place,Melbourne,-37.81337264,144.9688354
Lygon Street,Carlton,-37.80194908,144.9668951
Jones Lane,Melbourne,-37.81007402,144.9687654
Jones Lane,Melbourne,-37.81012944,144.9687901
Jones Lane,Melbourne,-37.81018487,144.9688148
Jones Lane,Melbourne,-37.80944053,144.968413
Jones Lane,Melbourne,-37.80949141,144.9684361
Jones Lane,Melbourne,-37.80954229,144.9684592
Jones Lane,Melbourne,-37.80959317,144.9684823
Jones Lane,Melbourne,-37.80964405,144.9685055
Cohen Place,Melbourne,-37.81081024,144.9690386
Cohen Place,Melbourne,-37.81084938,144.9690563
Cohen Place,Melbourne,-37.81088851,144.969074
Cohen Place,Melbourne,-37.81092765,144.9690916
Cohen Place,Melbourne,-37.81096658,144.9691092
Cohen Place,Melbourne,-37.81100532,144.9691267
Cohen Place,Melbourne,-37.81104405,144.9691442
Cohen Place,Melbourne,-37.81108279,144.9691617
Cohen Place,Melbourne,-37.81114892,144.9691916
Cohen Place,Melbourne,-37.81119282,144.9692114
Cohen Place,Melbourne,-37.81123672,144.9692312
Cohen Place,Melbourne,-37.81128062,144.9692511
Cohen Place,Melbourne,-37.81072768,144.9690725
Cohen Place,Melbourne,-37.81077606,144.9690946
Cohen Place,Melbourne,-37.81082443,144.9691166
Lacey Place,Melbourne,-37.81113484,144.9687868
Lacey Place,Melbourne,-37.81108775,144.9687654
Lacey Place,Melbourne,-37.81104066,144.968744
Lacey Place,Melbourne,-37.81099357,144.9687226
Lacey Place,Melbourne,-37.81094648,144.9687011
Lacey Place,Melbourne,-37.8108983,144.9686792
Lacey Place,Melbourne,-37.81084902,144.9686568
Corrs Lane,Melbourne,-37.81074005,144.9680779
Corrs Lane,Melbourne,-37.81077498,144.9680943
Corrs Lane,Melbourne,-37.81080992,144.9681107
Corrs Lane,Melbourne,-37.81084485,144.9681272
Corrs Lane,Melbourne,-37.81087979,144.9681436
Corrs Lane,Melbourne,-37.81091473,144.96816
Corrs Lane,Melbourne,-37.81074771,144.9680663
Corrs Lane,Melbourne,-37.81079018,144.9680861
Corrs Lane,Melbourne,-37.81132107,144.9683757
Corrs Lane,Melbourne,-37.81136812,144.9683981
Corrs Lane,Melbourne,-37.81141517,144.9684204
Elizabeth Street,Melbourne,-37.80717521,144.9600956
Dowling Place,North Melbourne,-37.80099435,144.9536258
Dowling Place,North Melbourne,-37.80103127,144.9536723
Dowling Place,North Melbourne,-37.80106819,144.9537188
Dowling Place,North Melbourne,-37.80110511,144.9537653
Dowling Place,North Melbourne,-37.80114203,144.9538118
Dowling Place,North Melbourne,-37.80117894,144.9538582
Dowling Place,North Melbourne,-37.80121586,144.9539047
Dowling Place,North Melbourne,-37.8012567,144.9539929
Faraday Lane,Carlton,-37.79893481,144.966383
Faraday Lane,Carlton,-37.7989269,144.96631
Faraday Lane,Carlton,-37.79891962,144.9662427
Empress Road,Port Melbourne,-37.83929242,144.9128367
Empress Road,Port Melbourne,-37.83947632,144.9128561
Empress Road,Port Melbourne,-37.83966081,144.9128505
Empress Road,Port Melbourne,-37.83984375,144.9128199
Empress Road,Port Melbourne,-37.84002303,144.9127648
Empress Road,Port Melbourne,-37.84019871,144.9126932
Empress Road,Port Melbourne,-37.84037426,144.9126211
Empress Road,Port Melbourne,-37.84054981,144.9125489
Empress Road,Port Melbourne,-37.84072613,144.9124806
Empress Road,Port Melbourne,-37.84086915,144.912369
Empress Road,Port Melbourne,-37.84096308,144.9121686
Empress Road,Port Melbourne,-37.84105702,144.9119682
Empress Road,Port Melbourne,-37.84115095,144.9117677
Empress Road,Port Melbourne,-37.84124489,144.9115673
Empress Road,Port Melbourne,-37.84133882,144.9113669
Eastwood Street,Kensington,-37.79166253,144.9304391
Eastwood Street,Kensington,-37.79170727,144.9304502
Eastwood Street,Kensington,-37.79175116,144.930461
Eastwood Street,Kensington,-37.79179633,144.9304722
Little Palmerston Street,Carlton,-37.79644377,144.9687539
Royal Parade,Parkville,-37.79792394,144.9581152
Royal Parade,Parkville,-37.79783169,144.9581265
Royal Parade,Parkville,-37.79773945,144.9581378
Royal Parade,Parkville,-37.7976472,144.9581491
Royal Parade,Parkville,-37.79755495,144.9581604
Royal Parade,Parkville,-37.7974627,144.9581717
Royal Parade,Parkville,-37.79737046,144.958183
Royal Parade,Parkville,-37.79727821,144.9581943
Canning Street,Carlton,-37.79312324,144.9737676
Canning Street,Carlton,-37.79403725,144.9736934
Canning Street,Carlton,-37.79408149,144.9736857
Canning Street,Carlton,-37.79412729,144.9736778
Canning Street,Carlton,-37.79417309,144.9736698
Canning Street,Carlton,-37.79421889,144.9736618
Canning Street,Carlton,-37.79425945,144.9736548
Canning Street,Carlton,-37.79429476,144.9736487
Canning Street,Carlton,-37.79434488,144.97364
Canning Street,Carlton,-37.79440752,144.9736291
Canning Street,Carlton,-37.79446655,144.9736188
Canning Street,Carlton,-37.79451497,144.9736104
Canning Street,Carlton,-37.79455389,144.9736037
Canning Street,Carlton,-37.79459324,144.9735968
Canning Street,Carlton,-37.79463161,144.9735902
Canning Street,Carlton,-37.79566919,144.9734174
Canning Street,Carlton,-37.79571018,144.9734103
Canning Street,Carlton,-37.79575314,144.9734029
Canning Street,Carlton,-37.79579807,144.9733951
Canning Street,Carlton,-37.79584301,144.9733874
Canning Street,Carlton,-37.79588794,144.9733796
Canning Street,Carlton,-37.79594004,144.9733706
Canning Street,Carlton,-37.79599963,144.9733604
Canning Street,Carlton,-37.7960603,144.9733499
Canning Street,Carlton,-37.79612141,144.9733394
Canning Street,Carlton,-37.79617847,144.9733295
Canning Street,Carlton,-37.79623718,144.9733194
Canning Street,Carlton,-37.7962971,144.9733091
Canning Street,Carlton,-37.79635415,144.9732992
Canning Street,Carlton,-37.79876047,144.9728887
Canning Street,Carlton,-37.7988168,144.9728789
Canning Street,Carlton,-37.79887313,144.9728691
Canning Street,Carlton,-37.79892946,144.9728592
Canning Street,Carlton,-37.79944379,144.9727677
Canning Street,Carlton,-37.79950874,144.9727567
Canning Street,Carlton,-37.799564,144.9727473
Canning Street,Carlton,-37.79961178,144.9727392
Canning Street,Carlton,-37.79966721,144.9727299
Canning Street,Carlton,-37.79973423,144.9727185
Canning Street,Carlton,-37.80005628,144.9726618
Webb Dock Drive,Port Melbourne,-37.83730672,144.9137753
Webb Dock Drive,Port Melbourne,-37.8373607,144.9134971
Webb Dock Drive,Port Melbourne,-37.83741467,144.9132188
Webb Dock Drive,Port Melbourne,-37.83711388,144.9133384
Webb Dock Drive,Port Melbourne,-37.83715515,144.9131257
Webb Dock Drive,Port Melbourne,-37.83719642,144.912913
Webb Dock Drive,Port Melbourne,-37.83723769,144.9127003
Webb Dock Drive,Port Melbourne,-37.83727895,144.9124876
Webb Dock Drive,Port Melbourne,-37.83732022,144.9122749
Webb Dock Drive,Port Melbourne,-37.83736149,144.9120622
Webb Dock Drive,Port Melbourne,-37.83740275,144.9118495
Webb Dock Drive,Port Melbourne,-37.83744402,144.9116368
Webb Dock Drive,Port Melbourne,-37.83748529,144.9114241
Webb Dock Drive,Port Melbourne,-37.83752655,144.9112114
Webb Dock Drive,Port Melbourne,-37.83756782,144.9109987
Webb Dock Drive,Port Melbourne,-37.83760908,144.910786
Webb Dock Drive,Port Melbourne,-37.83765034,144.9105732
Todd Road,Port Melbourne,-37.83621004,144.9144118
Todd Road,Port Melbourne,-37.83606421,144.9143668
Todd Road,Port Melbourne,-37.83591837,144.9143218
Todd Road,Port Melbourne,-37.83577253,144.9142768
Todd Road,Port Melbourne,-37.83562774,144.9142268
Todd Road,Port Melbourne,-37.83548546,144.9141665
Todd Road,Port Melbourne,-37.83534617,144.9140959
Todd Road,Port Melbourne,-37.83521033,144.9140153
Todd Road,Port Melbourne,-37.83509212,144.9139002
Todd Road,Port Melbourne,-37.83497878,144.913776
Todd Road,Port Melbourne,-37.83486544,144.9136519
Todd Road,Port Melbourne,-37.83475211,144.9135277
Todd Road,Port Melbourne,-37.83463877,144.9134035
Todd Road,Port Melbourne,-37.83452543,144.9132794
Todd Road,Port Melbourne,-37.8344172,144.9131487
Webb Dock Drive,Port Melbourne,-37.83684343,144.9136283
Corrs Lane,Melbourne,-37.81146222,144.9684428
Corrs Lane,Melbourne,-37.81150927,144.9684652
Corrs Lane,Melbourne,-37.81117572,144.9682394
Corrs Lane,Melbourne,-37.81120859,144.968254
Corrs Lane,Melbourne,-37.81124145,144.9682685
Corrs Lane,Melbourne,-37.81127432,144.9682831
Corrs Lane,Melbourne,-37.81130719,144.9682977
Corrs Lane,Melbourne,-37.81134006,144.9683122
Corrs Lane,Melbourne,-37.81137293,144.9683268
Corrs Lane,Melbourne,-37.81140579,144.9683414
Punch Lane,Melbourne,-37.81024641,144.9706705
Punch Lane,Melbourne,-37.81020809,144.970654
Gordon Place,Melbourne,-37.81046264,144.9720082
Gordon Place,Melbourne,-37.81041073,144.9719836
Little Bourke Place,Melbourne,-37.81046839,144.9717147
Little Bourke Place,Melbourne,-37.81040476,144.9716858
Little Bourke Place,Melbourne,-37.81034112,144.9716569
Little Bourke Place,Melbourne,-37.81027748,144.971628
Little Bourke Place,Melbourne,-37.81021385,144.971599
Little Bourke Place,Melbourne,-37.81015021,144.9715701
Little Bourke Place,Melbourne,-37.81008657,144.9715412
Little Bourke Place,Melbourne,-37.81002294,144.9715123
Little Bourke Place,Melbourne,-37.8104966,144.9717654
Little Bourke Place,Melbourne,-37.81038204,144.971712
Little Bourke Place,Melbourne,-37.81030623,144.9716767
Little Bourke Place,Melbourne,-37.81026918,144.9716594
Little Bourke Place,Melbourne,-37.81023212,144.9716422
Little Bourke Place,Melbourne,-37.81019507,144.9716249
Exploration Lane,Melbourne,-37.80870319,144.9681438
Exploration Lane,Melbourne,-37.80874772,144.9681642
Exploration Lane,Melbourne,-37.80879226,144.9681847
Exploration Lane,Melbourne,-37.8088368,144.9682051
Exploration Lane,Melbourne,-37.80888134,144.9682256
Exploration Lane,Melbourne,-37.80892588,144.968246
Exploration Lane,Melbourne,-37.80854523,144.9679948
Exploration Lane,Melbourne,-37.808591,144.9680156
Exploration Lane,Melbourne,-37.80863678,144.9680364
Exploration Lane,Melbourne,-37.80868256,144.9680571
Exploration Lane,Melbourne,-37.80872834,144.9680779
Exploration Lane,Melbourne,-37.80877411,144.9680987
Exploration Lane,Melbourne,-37.80881989,144.9681195
Exploration Lane,Melbourne,-37.80886567,144.9681402
Canning Street,Carlton,-37.80060639,144.9725625
Canning Street,Carlton,-37.8006825,144.9725491
Canning Street,Carlton,-37.80084051,144.9725209
Nicholson Street,Carlton,-37.80107176,144.9741739
Nicholson Street,Carlton,-37.8010001,144.9741852
Nicholson Street,Carlton,-37.80092845,144.9741965
Nicholson Street,Carlton,-37.80085679,144.9742078
Nicholson Street,Carlton,-37.80078513,144.9742191
Nicholson Street,Carlton,-37.80053724,144.9742601
Nicholson Street,Carlton,-37.80048283,144.9742697
Nicholson Street,Carlton,-37.80042978,144.974279
Nicholson Street,Carlton,-37.8003757,144.9742885
Nicholson Street,Carlton,-37.80031966,144.9742983
Nicholson Street,Carlton,-37.80027039,144.974307
Nicholson Street,Carlton,-37.7992387,144.9744843
Nicholson Street,Carlton,-37.79918998,144.9744926
Nicholson Street,Carlton,-37.79913752,144.9745015
Nicholson Street,Carlton,-37.7990823,144.9745109
Nicholson Street,Carlton,-37.79902764,144.9745202
Nicholson Street,Carlton,-37.7989732,144.9745295
Nicholson Street,Carlton,-37.79891876,144.9745387
Nicholson Street,Carlton,-37.79886127,144.9745485
Nicholson Street,Carlton,-37.7988065,144.9745578
Nicholson Street,Carlton,-37.79875806,144.9745661
Nicholson Street,Carlton,-37.79870863,144.9745745
Nicholson Street,Carlton,-37.79865935,144.9745829
Nicholson Street,Carlton,-37.79860176,144.9745927
Nicholson Street,Carlton,-37.79853415,144.9746042
Nicholson Street,Carlton,-37.79615489,144.9750143
Nicholson Street,Carlton,-37.79610748,144.9750224
Nicholson Street,Carlton,-37.79606615,144.9750295
Nicholson Street,Carlton,-37.79603072,144.9750355
Nicholson Street,Carlton,-37.79596105,144.9750475
Nicholson Street,Carlton,-37.79590649,144.9750568
Nicholson Street,Carlton,-37.79585336,144.9750659
Nicholson Street,Carlton,-37.7958031,144.9750744
Nicholson Street,Carlton,-37.79575404,144.9750828
Nicholson Street,Carlton,-37.79570552,144.9750911
Nicholson Street,Carlton,-37.79565961,144.975099
Nicholson Street,Carlton,-37.79561543,144.9751065
Nicholson Street,Carlton,-37.79557125,144.9751141
Nicholson Street,Carlton,-37.79525113,144.9751639
Cardigan Street,Carlton,-37.79739551,144.9658288
Cardigan Street,Carlton,-37.79735841,144.9658352
Cardigan Street,Carlton,-37.7973213,144.9658415
Cardigan Street,Carlton,-37.7972842,144.9658479
Cardigan Street,Carlton,-37.79724709,144.9658543
Cardigan Street,Carlton,-37.79720999,144.9658607
Cardigan Street,Carlton,-37.79717288,144.965867
Cardigan Street,Carlton,-37.79713578,144.9658734
Cardigan Street,Carlton,-37.79682601,144.9659284
Cardigan Street,Carlton,-37.79678096,144.9659364
Cardigan Street,Carlton,-37.79673592,144.9659444
Cardigan Street,Carlton,-37.79669087,144.9659524
Cardigan Street,Carlton,-37.79664582,144.9659604
Cardigan Street,Carlton,-37.79660078,144.9659684
Cardigan Street,Carlton,-37.79596828,144.9660792
Cardigan Street,Carlton,-37.7959203,144.9660874
Cardigan Street,Carlton,-37.79586691,144.9660966
Cardigan Street,Carlton,-37.79582174,144.9661043
Cardigan Street,Carlton,-37.7957273,144.9661222
Cardigan Street,Carlton,-37.79569277,144.9661287
Cardigan Street,Carlton,-37.79565823,144.9661351
Cardigan Street,Carlton,-37.79561631,144.9661429
Cardigan Street,Carlton,-37.79556351,144.9661527
Cardigan Street,Carlton,-37.7960048,144.9664156
Cardigan Street,Carlton,-37.79604858,144.966408
Cardigan Street,Carlton,-37.79609236,144.9664004
Cardigan Street,Carlton,-37.79613614,144.9663928
Cardigan Street,Carlton,-37.79617991,144.9663852
Cardigan Street,Carlton,-37.79678659,144.9662805
Cardigan Street,Carlton,-37.79682659,144.9662736
Cardigan Street,Carlton,-37.79686555,144.9662668
Cardigan Street,Carlton,-37.79717552,144.9662113
Cardigan Street,Carlton,-37.79722238,144.9662027
Cardigan Street,Carlton,-37.79726925,144.966194
Cardigan Street,Carlton,-37.79731611,144.9661853
Cardigan Street,Carlton,-37.79736298,144.9661767
Cardigan Street,Carlton,-37.79740984,144.966168
Cardigan Street,Carlton,-37.79745671,144.9661593
Cardigan Street,Carlton,-37.79755508,144.9661416
Cardigan Street,Carlton,-37.79759859,144.9661338
Cardigan Street,Carlton,-37.7976421,144.966126
Cardigan Street,Carlton,-37.79768561,144.9661182
Alfred Place,Melbourne,-37.81355765,144.9698794
Alfred Place,Melbourne,-37.81358625,144.9698925
Alfred Place,Melbourne,-37.81361326,144.9699116
Alfred Place,Melbourne,-37.81364088,144.9699276
Alfred Place,Melbourne,-37.8136694,144.969941
Alfred Place,Melbourne,-37.81369792,144.9699544
Alfred Place,Melbourne,-37.8134906,144.9697926
Alfred Place,Melbourne,-37.81353311,144.969812
Alfred Place,Melbourne,-37.81357561,144.9698313
Alfred Place,Melbourne,-37.81361811,144.9698507
Alfred Place,Melbourne,-37.81366332,144.9698605
Alfred Place,Melbourne,-37.81370593,144.9698795
Alfred Place,Melbourne,-37.81374854,144.9698985
Alfred Place,Melbourne,-37.81379115,144.9699175
Alfred Place,Melbourne,-37.81383376,144.9699366
Alfred Place,Melbourne,-37.81411995,144.9701519
Alfred Place,Melbourne,-37.81418188,144.9701655
Alfred Place,Melbourne,-37.81424272,144.9701934
Alfred Place,Melbourne,-37.81415901,144.9700817
Alfred Place,Melbourne,-37.81421187,144.9701053
Alfred Place,Melbourne,-37.81426473,144.9701288
George Parade,Melbourne,-37.81461049,144.9701214
George Parade,Melbourne,-37.81465135,144.9701401
George Parade,Melbourne,-37.81469221,144.9701588
George Parade,Melbourne,-37.81473307,144.9701775
George Parade,Melbourne,-37.81477392,144.9701962
George Parade,Melbourne,-37.81481478,144.9702149
George Parade,Melbourne,-37.81462861,144.9700584
George Parade,Melbourne,-37.81466894,144.9700766
George Parade,Melbourne,-37.81470927,144.9700948
George Parade,Melbourne,-37.81530704,144.9703647
George Parade,Melbourne,-37.81535116,144.9703846
George Parade,Melbourne,-37.81539527,144.9704046
George Parade,Melbourne,-37.81485681,144.9702342
George Parade,Melbourne,-37.8149,144.9702542
George Parade,Melbourne,-37.81494319,144.9702742
George Parade,Melbourne,-37.81498639,144.9702941
George Parade,Melbourne,-37.81502958,144.9703141
George Parade,Melbourne,-37.81507278,144.9703341
George Parade,Melbourne,-37.81511597,144.970354
George Parade,Melbourne,-37.81515916,144.970374
George Parade,Melbourne,-37.81520236,144.970394
George Parade,Melbourne,-37.81524555,144.970414
George Parade,Melbourne,-37.81528874,144.9704339
George Parade,Melbourne,-37.81533194,144.9704539
Canning Street,Carlton,-37.79705014,144.972837
Canning Street,Carlton,-37.79699957,144.9728457
Canning Street,Carlton,-37.79695883,144.9728527
Canning Street,Carlton,-37.79692401,144.9728588
Canning Street,Carlton,-37.79688268,144.9728659
Canning Street,Carlton,-37.79683485,144.9728741
Canning Street,Carlton,-37.79678817,144.9728822
Canning Street,Carlton,-37.79672485,144.9728931
Canning Street,Carlton,-37.79635465,144.9729526
Canning Street,Carlton,-37.79627375,144.9729663
Canning Street,Carlton,-37.79621188,144.9729768
